ID.ASAP,Left.End.ASAP,Right.End.ASAP,gene.orientation
ABF-0015796,1639701,1641446,1
ABF-0015800,1636920,1639121,-1
ABF-0015801,1635909,1636769,1
ABF-0015802,1635517,1635756,-1
ABF-0015807,1633350,1635104,-1
ABF-0015808,1631993,1633339,-1
ABF-0015809,1630860,1632065,-1
ABF-0015810,1630226,1630882,-1
ABF-0015812,1629681,1630097,-1
ABF-0015813,1628996,1629691,-1
ABF-0015816,1627311,1628255,1
ABF-0015817,1626233,1627108,1
ABF-0015820,1624811,1625959,-1
ABF-0015821,1623958,1624677,-1
ABF-0015823,1622521,1623948,-1
ABF-0015824,1621826,1622521,-1
ABF-0015825,1620025,1621758,1
ABF-0015826,1618957,1619721,1
ABF-0015827,1618421,1618885,1
ABF-0015828,1617437,1618435,-1
ABF-0015830,1616150,1617277,1
ABF-0015831,1615416,1616153,1
ABF-0015833,1614020,1615282,-1
ABF-0015834,1610865,1613999,-1
ABF-0015835,1609218,1610528,1
ABF-0015836,1608493,1608717,1
ABF-0015837,1608267,1608521,1
ABF-0015838,1606418,1607923,-1
ABF-0015839,1604677,1605990,1
ABF-0015840,1603544,1604665,1
ABF-0015841,1602640,1603485,1
ABF-0015842,1602391,1602600,1
ABF-0015843,1600759,1602318,1
ABF-0015844,1600416,1600664,1
ABF-0015847,1598931,1599923,-1
ABF-0015848,1597910,1598920,-1
ABF-0015849,1597050,1597910,-1
ABF-0015851,1595895,1596956,1
ABF-0015852,1594634,1596001,1
ABF-0015853,1593131,1594564,1
ABF-0015854,1589582,1593079,1
ABF-0015855,1588117,1589556,1
ABF-0015856,1587542,1588105,1
ABF-0015857,1586004,1587542,1
ABF-0015858,1583383,1586001,1
ABF-0015859,1582591,1583367,1
ABF-0015860,1581237,1582574,1
ABF-0015861,1580698,1581234,1
ABF-0015862,1579484,1580698,1
ABF-0015864,1578468,1579481,1
ABF-0015865,1576738,1578504,1
ABF-0015866,1576304,1576735,1
ABF-0015868,1574819,1576297,1
ABF-0015869,1574284,1574787,1
ABF-0015874,1573440,1573739,-1
ABF-0015875,1572150,1573313,1
ABF-0015876,1571534,1571716,-1
ABF-0015878,1571103,1571450,1
ABF-0015879,1570055,1571092,1
ABF-0015880,1569556,1569957,1
ABF-0015881,1568181,1569566,1
ABF-0015882,1567955,1568146,-1
ABF-0015883,1567475,1567897,1
ABF-0015886,1561587,1562504,1
ABF-0015887,1560622,1561590,1
ABF-0015889,1559696,1560463,1
ABF-0015890,1558920,1559699,1
ABF-0015891,1557550,1558920,1
ABF-0015892,1555504,1557540,1
ABF-0015893,1554817,1555335,1
ABF-0015894,1553087,1554550,-1
ABF-0015895,1551537,1553051,1
ABF-0015896,1550420,1551550,1
ABF-0015897,1549443,1550462,1
ABF-0015898,1548592,1549446,1
ABF-0015899,1547633,1548595,1
ABF-0015900,1546387,1547367,-1
ABF-0015901,1546032,1546367,1
ABF-0015902,1545744,1545914,1
ABF-0015903,1544687,1545613,-1
ABF-0015905,1543903,1544388,-1
ABF-0015906,1542749,1543807,1
ABF-0015907,1539999,1542485,1
ABF-0015908,1539983,1540234,-1
ABF-0015909,1538980,1539774,1
ABF-0015910,1109598,1111847,1
ABF-0015911,1112042,1112905,1
ABF-0015912,1112937,1113731,1
ABF-0015913,1113973,1114464,1
ABF-0015914,1114458,1115051,1
ABF-0015916,1115041,1115487,1
ABF-0015918,1115471,1115857,1
ABF-0015919,1115885,1118806,1
ABF-0015920,1118919,1120244,-1
ABF-0015921,1120469,1121707,1
ABF-0015922,1122190,1123344,1
ABF-0015923,1123386,1123865,-1
ABF-0015924,1123865,1124878,-1
ABF-0015925,1124901,1125347,-1
ABF-0015926,1125566,1126399,1
ABF-0015927,1126387,1126830,-1
ABF-0015928,1126834,1128039,-1
ABF-0015929,1128211,1128432,1
ABF-0015931,1128785,1,1
ABF-0015932,1129825,1130211,1
ABF-0015935,1131364,1132125,-1
ABF-0015936,1132179,1133543,-1
ABF-0015937,1133806,1134354,1
ABF-0015938,1135033,1135353,1
ABF-0015939,1135356,1136141,1
ABF-0015940,1136160,1136612,1
ABF-0015941,1136712,1137098,-1
ABF-0015943,1137222,1138046,-1
ABF-0015944,1138112,1140793,-1
ABF-0015946,1140847,1141641,-1
ABF-0015947,1142010,1142735,1
ABF-0015949,1142861,1143718,1
ABF-0015950,1143890,1144621,1
ABF-0015951,1144764,1145321,1
ABF-0015953,1145521,1146714,1
ABF-0015955,1146896,1147657,1
ABF-0015962,3822812,3824110,-1
ABF-0015963,3822492,3822815,1
ABF-0015964,3821021,3822376,1
ABF-0015965,3818203,3820869,1
ABF-0015966,3817453,3818169,1
ABF-0015967,3816940,3817365,1
ABF-0015969,3815340,3816428,-1
ABF-0015970,3813722,3815254,1
ABF-0015971,3812529,3813704,1
ABF-0015973,3811842,3812354,1
ABF-0015974,3811326,3811667,1
ABF-0015975,3810583,3811329,1
ABF-0015977,3809263,3810468,1
ABF-0015979,3807948,3808946,1
ABF-0015980,3806606,3807826,1
ABF-0015981,3805411,3806613,1
ABF-0015986,3803908,3804624,1
ABF-0015987,3802049,3803890,1
ABF-0015989,3800329,3801813,1
ABF-0015990,3799433,3800176,-1
ABF-0015991,3798699,3799436,-1
ABF-0015992,3797697,3798644,-1
ABF-0015994,3797033,3797413,1
ABF-0015995,3795624,3797036,1
ABF-0015996,3795430,3795627,1
ABF-0015997,3793795,3795384,1
ABF-0015999,3792792,3793631,-1
ABF-0016000,3791725,3792516,-1
ABF-0016001,3791050,3791715,-1
ABF-0016002,3790394,3791050,-1
ABF-0016003,3789682,3790413,-1
ABF-0016004,3788375,3789619,-1
ABF-0016005,3787113,3788378,-1
ABF-0016006,3786312,3787079,1
ABF-0016007,3785167,3786324,1
ABF-0016009,3784331,3784945,-1
ABF-0016011,3783642,3784334,-1
ABF-0016012,3783086,3783628,-1
ABF-0016013,3781979,3783010,1
ABF-0016014,3780504,3781706,-1
ABF-0016015,3777997,3780441,1
ABF-0016017,3777054,3777635,-1
ABF-0016020,3775275,3775529,-1
ABF-0016022,3774096,3775154,-1
ABF-0016023,3772541,3774001,1
ABF-0016025,3771377,3771835,-1
ABF-0016027,3769970,3771220,-1
ABF-0016028,3769332,3769946,-1
ABF-0016029,3768059,3769327,-1
ABF-0016030,3767542,3767901,-1
ABF-0016031,3766313,3767416,-1
ABF-0016032,3765049,3766302,-1
ABF-0016034,3763439,3764653,-1
ABF-0016035,3762790,3763374,-1
ABF-0016037,3762482,3762739,-1
ABF-0016038,3761559,3762296,-1
ABF-0016039,3761336,3761593,-1
ABF-0016040,3761148,3761351,-1
ABF-0016041,3760937,3761182,-1
ABF-0016042,3760529,3760723,-1
ABF-0016043,3760336,3760857,-1
ABF-0016044,3757707,3760343,-1
ABF-0016046,3756965,3757420,-1
ABF-0016048,3756119,3756805,-1
ABF-0016049,3755483,3756076,1
ABF-0016051,3755024,3755284,-1
ABF-0016052,3754034,3754762,-1
ABF-0016053,3753639,3753932,-1
ABF-0016054,3753238,3753642,-1
ABF-0016056,3752413,3752844,-1
ABF-0016058,3750702,3751841,-1
ABF-0016062,4724024,4725160,1
ABF-0016063,4725144,4726001,1
ABF-0016064,4726038,4726976,1
ABF-0016066,4727259,4727900,1
ABF-0016067,4727888,4728658,-1
ABF-0016068,4728615,4729934,-1
ABF-0016069,4729927,4731327,-1
ABF-0016070,4731532,4733967,-1
ABF-0016071,4733972,4734679,-1
ABF-0016073,4735320,4735883,1
ABF-0016075,4735944,4737032,-1
ABF-0016076,4737019,4738374,-1
ABF-0016077,4738397,4739008,-1
ABF-0016078,4738998,4739264,-1
ABF-0016079,4739278,4740234,-1
ABF-0016081,4740552,4745018,-1
ABF-0016083,4745360,4746052,-1
ABF-0016084,4746064,4747014,-1
ABF-0016087,4747360,4748253,-1
ABF-0016089,4748612,4749112,1
ABF-0016090,4749208,4750557,-1
ABF-0016093,4750885,4751829,-1
ABF-0016095,4751928,4752206,1
ABF-0016097,4752443,4753018,1
ABF-0016098,4753174,4754379,-1
ABF-0016099,4754567,4755751,-1
ABF-0016100,4755729,4757270,-1
ABF-0016101,4757345,4758340,-1
ABF-0016103,4758707,4760026,1
ABF-0016106,4760164,4761624,1
ABF-0016107,4762050,4763039,1
ABF-0016109,4763401,4764939,-1
ABF-0016111,4765306,4766130,1
ABF-0016112,4766357,4766983,1
ABF-0016113,4767005,4767280,-1
ABF-0016115,4767374,4769260,1
ABF-0016116,4769381,4769911,-1
ABF-0016117,4770071,4771219,-1
ABF-0016119,4771295,4773202,-1
ABF-0016122,4773695,4774402,-1
ABF-0016124,4775167,4776222,1
ABF-0016125,4776239,4777051,1
ABF-0016126,4777077,4777856,1
ABF-0016127,4777873,4778592,1
ABF-0016129,4778595,4779230,1
ABF-0016130,4779331,4782924,1
ABF-0016131,4783092,4783910,-1
ABF-0016132,4783907,4784854,-1
ABF-0016133,4784851,4786095,-1
ABF-0016134,4786148,4787905,-1
ABF-0016135,4787902,4789023,-1
ABF-0016138,4789273,4790472,1
ABF-0016140,4790811,4791920,1
ABF-0016141,4792016,4794085,-1
ABF-0016143,4794095,4795009,-1
ABF-0016144,4795154,4795960,-1
ABF-0016147,4796268,4796828,1
ABF-0016148,4796825,4797280,1
ABF-0016151,4797833,4798795,1
ABF-0016152,4798898,4800106,-1
ABF-0016155,4800499,4801755,1
ABF-0016156,4801900,4802151,-1
ABF-0016161,4802481,4804124,1
ABF-0016163,4804154,4805095,1
ABF-0016164,4805097,4805957,1
ABF-0016165,4805954,4807636,1
ABF-0016166,4807633,4808043,-1
ABF-0016167,4808109,4809149,1
ABF-0016168,4809146,4810264,1
ABF-0016169,4810338,4811306,-1
ABF-0016170,4811447,4811737,-1
ABF-0016171,4811858,4812298,1
ABF-0016172,4812317,4812799,-1
ABF-0016174,4812867,4813085,1
ABF-0016179,4813317,4814213,-1
ABF-0016184,4814772,4816163,1
ABF-0016185,4816221,4817966,1
ABF-0016186,4817982,4819283,1
ABF-0016187,4819286,4819720,1
ABF-0016189,4819822,4821069,1
ABF-0016190,4821174,4822436,-1
ABF-0016191,4822484,4823203,-1
ABF-0016193,4823219,4824625,-1
ABF-0016194,4824660,4825820,-1
ABF-0016197,4826491,4827612,1
ABF-0016198,4827615,4828085,-1
ABF-0016199,4828285,4828932,1
ABF-0016200,4828975,4830186,-1
ABF-0016201,4830188,4831264,-1
ABF-0016202,4831251,4832654,-1
ABF-0016204,4833556,4834290,-1
ABF-0016205,4834498,4835850,1
ABF-0016206,4835889,4837310,1
ABF-0016207,4837400,4838752,-1
ABF-0016211,4839090,4840016,1
ABF-0016212,4840075,4840917,-1
ABF-0016213,4841104,4841388,1
ABF-0016215,4841519,4843561,1
ABF-0016217,4843558,4844310,1
ABF-0016218,4844505,4845689,1
ABF-0016219,4845768,4848179,-1
ABF-0016220,4848197,4849282,-1
ABF-0016221,4849451,4850551,-1
ABF-0016222,4850556,4851944,-1
ABF-0016223,4852777,4853136,1
ABF-0016224,4853100,4853357,1
ABF-0016225,4853360,4854991,1
ABF-0016226,4855107,4856471,1
ABF-0016228,4856543,4857862,-1
ABF-0016229,4857862,4858131,-1
ABF-0016231,4858378,4859355,-1
ABF-0016232,4859398,4860171,-1
ABF-0016233,4860486,4861571,1
ABF-0016234,4861696,4862085,-1
ABF-0016236,4862219,4862830,1
ABF-0016238,4862944,4863423,-1
ABF-0016239,4863436,4864455,1
ABF-0016240,4864498,4864896,-1
ABF-0016241,4864893,4865234,-1
ABF-0016242,4865231,4866889,-1
ABF-0016244,4866889,4867788,-1
ABF-0016245,4867785,4869776,-1
ABF-0016247,4869773,4870756,-1
ABF-0016248,4870756,4871994,-1
ABF-0016253,4872538,4872771,1
ABF-0016254,4872837,4873496,-1
ABF-0016255,4873500,4873853,-1
ABF-0016257,4873872,4874543,-1
ABF-0016263,4875148,4877142,1
ABF-0016264,4877139,4877672,1
ABF-0016265,4877972,4878712,1
ABF-0016266,4878815,4880152,-1
ABF-0016267,4880426,4881094,1
ABF-0016268,4881099,4881857,-1
ABF-0016269,4881859,4882605,-1
ABF-0016270,4882695,4883531,-1
ABF-0016274,4883794,4884525,-1
ABF-0016275,4884539,4885315,-1
ABF-0016276,4885427,4886314,-1
ABF-0016277,4886314,4887273,-1
ABF-0016278,4887444,4888484,-1
ABF-0016279,4888789,4889205,1
ABF-0016280,4889202,4890518,1
ABF-0016281,4890508,4891947,1
ABF-0016283,4892454,4894769,1
ABF-0016284,4895042,4896934,-1
ABF-0016285,4896957,4898132,-1
ABF-0016286,4898179,4899879,-1
ABF-0016287,4899876,4900868,-1
ABF-0016288,4900905,4901627,-1
ABF-0016291,18263,18790,-1
ABF-0016292,18783,19358,-1
ABF-0016293,19469,19738,1
ABF-0016294,19780,20766,1
ABF-0016295,20789,21412,1
ABF-0016297,21791,24625,1
ABF-0016300,25090,25734,-1
ABF-0016301,25958,26491,1
ABF-0016303,26673,28046,1
ABF-0016307,28390,29802,-1
ABF-0016308,29811,30860,-1
ABF-0016310,31065,32474,-1
ABF-0016313,32852,34675,1
ABF-0016317,34898,35509,1
ABF-0016318,35517,35954,1
ABF-0016319,35988,36929,1
ABF-0016320,36993,38735,-1
ABF-0016321,38891,40279,-1
ABF-0016322,40461,42542,-1
ABF-0016323,42542,43234,-1
ABF-0016324,43241,45343,-1
ABF-0016325,45368,45643,-1
ABF-0016326,45698,46321,-1
ABF-0016328,46628,48310,1
ABF-0016330,48677,50359,1
ABF-0016334,51020,51736,-1
ABF-0016335,51748,52542,-1
ABF-0016337,52547,53185,-1
ABF-0016339,53451,54629,1
ABF-0016340,54672,55562,1
ABF-0016341,55731,56900,1
ABF-0016342,57019,58296,-1
ABF-0016344,58560,59504,1
ABF-0016345,59510,60403,1
ABF-0016346,60403,61683,1
ABF-0016347,61676,63106,1
ABF-0016349,63156,64259,1
ABF-0016350,64272,65327,1
ABF-0016352,65612,66100,-1
ABF-0016354,66100,67473,-1
ABF-0016356,67601,68200,-1
ABF-0016359,68310,68576,1
ABF-0016361,69021,70124,-1
ABF-0016362,70225,71595,1
ABF-0016363,71649,72566,1
ABF-0016364,72563,73609,1
ABF-0016365,73614,74717,1
ABF-0016366,74745,75608,1
ABF-0016369,75807,76073,1
ABF-0016371,76197,76829,-1
ABF-0016372,76813,78273,-1
ABF-0016373,78371,79555,-1
ABF-0016375,79859,81367,1
ABF-0016377,81499,81837,-1
ABF-0016379,82453,82887,1
ABF-0016380,82990,84996,-1
ABF-0016383,773574,774467,1
ABF-0016384,774477,775283,1
ABF-0016385,775432,775968,1
ABF-0016388,775973,776926,1
ABF-0016391,777154,778164,1
ABF-0016393,778212,778529,1
ABF-0016394,778585,780111,-1
ABF-0016395,780565,780774,1
ABF-0016399,780953,782449,-1
ABF-0016400,782551,784155,-1
ABF-0016401,784142,785278,-1
ABF-0016402,785275,785730,-1
ABF-0016403,786048,787145,-1
ABF-0016404,787665,791198,-1
ABF-0016407,791741,792163,1
ABF-0016408,792313,792858,1
ABF-0016409,792883,793506,-1
ABF-0016410,793603,794328,1
ABF-0016411,794458,796062,-1
ABF-0016412,796049,797536,-1
ABF-0016414,798024,798263,-1
ABF-0016416,798578,798973,1
ABF-0016417,798988,799272,1
ABF-0016418,799329,800429,-1
ABF-0016419,800617,801441,1
ABF-0016420,801604,803079,1
ABF-0016422,803087,804244,1
ABF-0016423,804258,805748,1
ABF-0016424,805792,806979,-1
ABF-0016425,807074,807961,1
ABF-0016426,808039,808845,-1
ABF-0016428,808805,809083,-1
ABF-0016429,809058,809915,-1
ABF-0016430,810062,810352,1
ABF-0016431,810228,811739,1
ABF-0016433,811767,813698,1
ABF-0016435,813886,814347,-1
ABF-0016436,814606,815904,-1
ABF-0016441,816783,817532,-1
ABF-0016443,817691,818161,-1
ABF-0016444,818314,819300,1
ABF-0016447,819439,820377,1
ABF-0016448,820434,821981,1
ABF-0016450,821992,823032,1
ABF-0016452,823050,824183,1
ABF-0016453,824238,826223,1
ABF-0016454,826250,827140,1
ABF-0016455,827165,827992,1
ABF-0016459,829602,830705,-1
ABF-0016460,830808,831731,-1
ABF-0016461,831912,833126,1
ABF-0016462,833154,834266,1
ABF-0016463,834513,835445,1
ABF-0016469,836339,837121,-1
ABF-0016471,837616,838251,-1
ABF-0016472,838796,839182,1
ABF-0016473,839389,840210,-1
ABF-0016474,840311,841597,-1
ABF-0016475,841643,842449,-1
ABF-0016476,842493,845558,-1
ABF-0016477,845555,846670,-1
ABF-0016478,846764,847381,-1
ABF-0016479,847507,848985,1
ABF-0016480,849018,850427,1
ABF-0016482,850960,851223,1
ABF-0016487,2033940,2034380,1
ABF-0016488,2033503,2033775,-1
ABF-0016492,2032602,2032817,1
ABF-0016493,2031378,2032301,-1
ABF-0016498,2030214,2030765,1
ABF-0016499,2029218,2030132,1
ABF-0016500,2028346,2029119,-1
ABF-0016501,2027592,2028266,-1
ABF-0016504,2026762,2027193,1
ABF-0016505,2026599,2026718,1
ABF-0016506,2026304,2026561,1
ABF-0016508,2024951,2025979,-1
ABF-0016510,2024329,2024775,-1
ABF-0016511,2024123,2024332,-1
ABF-0016514,2023283,2023648,-1
ABF-0016515,2022912,2023220,1
ABF-0016516,2021886,2022896,1
ABF-0016517,2020871,2021914,1
ABF-0016518,2020462,2020917,1
ABF-0016521,388465,389292,1
ABF-0016522,389292,389873,1
ABF-0016524,390060,391955,1
ABF-0016525,391968,392864,1
ABF-0016526,392915,393496,-1
ABF-0016528,393774,396050,1
ABF-0016530,396291,397028,1
ABF-0016531,397116,398534,1
ABF-0016532,398594,399439,-1
ABF-0016533,399627,400790,-1
ABF-0016538,401257,402168,1
ABF-0016539,402262,402921,-1
ABF-0016540,403106,404299,-1
ABF-0016541,404562,405500,1
ABF-0016542,405505,405924,1
ABF-0016543,406055,406711,-1
ABF-0016544,406834,407853,-1
ABF-0016546,407903,409315,-1
ABF-0016547,409315,410685,-1
ABF-0016548,410767,412383,-1
ABF-0016549,412577,413500,-1
ABF-0016551,414296,415804,1
ABF-0016553,416190,416642,1
ABF-0016554,416751,417215,-1
ABF-0016556,417315,419453,-1
ABF-0016557,419848,420756,1
ABF-0016558,420797,422371,1
ABF-0016559,422382,423404,1
ABF-0016560,423432,424247,1
ABF-0016561,424244,425851,1
ABF-0016562,426334,428049,1
ABF-0016563,428150,429490,1
ABF-0016566,429777,430799,1
ABF-0016567,431010,431396,-1
ABF-0016568,431509,431973,-1
ABF-0016570,431990,432925,-1
ABF-0016572,432999,433217,-1
ABF-0016574,434025,435461,1
ABF-0016575,435556,436572,-1
ABF-0016576,436735,437163,1
ABF-0016578,437238,437741,-1
ABF-0016580,438067,438654,1
ABF-0016582,438679,439176,1
ABF-0016584,439460,440527,1
ABF-0016585,440669,442288,1
ABF-0016586,442369,443154,-1
ABF-0016587,443208,443729,-1
ABF-0016588,443874,446732,-1
ABF-0016589,446746,447195,-1
ABF-0016590,447308,448816,-1
ABF-0016591,449100,450218,1
ABF-0016592,450220,451290,1
ABF-0016597,451957,453219,1
ABF-0016599,453448,456024,-1
ABF-0016600,455987,457126,-1
ABF-0016606,458532,459413,1
ABF-0016608,459413,459616,1
ABF-0016610,459613,460152,1
ABF-0016612,460145,462190,1
ABF-0016614,462414,462680,-1
ABF-0016615,462779,462991,1
ABF-0016616,463135,463536,-1
ABF-0016618,463565,464044,-1
ABF-0016619,464035,464307,-1
ABF-0016621,464868,465587,-1
ABF-0016622,465598,465855,-1
ABF-0016626,466300,466653,-1
ABF-0016628,467074,467913,1
ABF-0016629,468107,468589,-1
ABF-0016631,468753,469127,1
ABF-0016632,469130,469552,1
ABF-0016633,469625,470092,1
ABF-0016634,470171,470440,1
ABF-0016635,470468,471115,1
ABF-0016636,471186,471812,-1
ABF-0016638,471990,472766,-1
ABF-0016640,472983,474374,1
ABF-0016641,474337,475821,-1
ABF-0016642,475928,476377,1
ABF-0016643,476374,476805,1
ABF-0016644,476843,477082,1
ABF-0016646,477142,477765,-1
ABF-0016647,477762,478922,-1
ABF-0016648,479045,479836,-1
ABF-0016649,480179,480982,1
ABF-0016651,480985,481905,1
ABF-0016652,481919,482722,1
ABF-0016653,482815,483750,1
ABF-0016655,483794,484426,1
ABF-0016657,484426,486036,1
ABF-0016658,486053,487120,1
ABF-0016660,487113,488624,1
ABF-0016661,488635,489432,1
ABF-0016662,489535,490194,-1
ABF-0016663,490266,490877,-1
ABF-0016664,490991,491590,-1
ABF-0016665,491661,492311,-1
ABF-0016670,492891,494423,1
ABF-0016671,494470,495387,1
ABF-0016672,495397,496323,1
ABF-0016674,496350,497399,1
ABF-0016675,497396,498259,1
ABF-0016676,498279,499718,1
ABF-0016678,4138397,4139797,1
ABF-0016679,4139810,4140412,1
ABF-0016680,4140580,4141479,-1
ABF-0016682,4141934,4143334,1
ABF-0016684,4143737,4145404,1
ABF-0016685,4145614,4146630,1
ABF-0016686,4146606,4148216,1
ABF-0016687,4148200,4148892,1
ABF-0016688,4149047,4149148,1
ABF-0016689,4149262,4150926,1
ABF-0016690,4150930,4151223,1
ABF-0016691,4151269,4152036,-1
ABF-0016693,4152227,4153078,1
ABF-0016694,4153085,4153651,1
ABF-0016696,4153747,4154211,1
ABF-0016697,4154258,4154650,-1
ABF-0016698,4154795,4155490,-1
ABF-0016699,4155483,4156262,-1
ABF-0016700,4156252,4157295,-1
ABF-0016702,4157295,4158194,-1
ABF-0016703,4158324,4159487,-1
ABF-0016707,4160038,4162410,1
ABF-0016708,4162682,4165585,1
ABF-0016709,4165650,4166303,1
ABF-0016710,4166367,4167347,-1
ABF-0016711,4167317,4167499,-1
ABF-0016712,4167534,4169909,1
ABF-0016713,4170021,4171313,1
ABF-0016714,4171313,4172314,1
ABF-0016715,4172307,4173125,1
ABF-0016717,4173141,4173518,1
ABF-0016718,4173525,4174367,1
ABF-0016719,4174531,4175643,-1
ABF-0016722,4176032,4176514,-1
ABF-0016724,4176622,4177092,-1
ABF-0016725,4177077,4177859,-1
ABF-0016726,4178021,4178635,1
ABF-0016728,4178737,4181961,-1
ABF-0016730,4182054,4183199,-1
ABF-0016734,4183653,4184474,-1
ABF-0016735,4184715,4185632,-1
ABF-0016736,4185705,4186655,-1
ABF-0016737,4186636,4187109,-1
ABF-0016738,4187113,4187619,-1
ABF-0016739,4187619,4190444,-1
ABF-0016743,954736,955320,1
ABF-0016744,955401,956351,-1
ABF-0016745,956725,959004,1
ABF-0016747,959509,959958,-1
ABF-0016748,959955,960893,-1
ABF-0016749,961105,961530,1
ABF-0016752,961893,962771,1
ABF-0016754,962815,965385,1
ABF-0016755,965486,968260,1
ABF-0016756,968257,969918,1
ABF-0016757,970110,970715,1
ABF-0016760,971160,972437,1
ABF-0016761,972559,972846,-1
ABF-0016763,973263,973676,1
ABF-0016764,973712,974401,1
ABF-0016765,974417,975712,1
ABF-0016768,975939,976838,1
ABF-0016769,976922,977803,1
ABF-0016770,978021,978164,1
ABF-0016771,978492,978971,1
ABF-0016772,978973,979806,1
ABF-0016773,979845,980234,-1
ABF-0016775,980802,982748,-1
ABF-0016777,982752,983972,-1
ABF-0016778,984197,984877,1
ABF-0016779,984880,986283,1
ABF-0016780,986387,987352,-1
ABF-0016781,987889,988443,1
ABF-0016783,988753,989262,-1
ABF-0016784,989304,991031,-1
ABF-0016785,991079,991336,-1
ABF-0016787,991743,992711,-1
ABF-0016788,992874,993644,-1
ABF-0016790,993867,994793,1
ABF-0016791,994957,996213,1
ABF-0016792,996266,996544,-1
ABF-0016794,996993,997646,1
ABF-0016795,997723,998586,-1
ABF-0016796,998717,999880,-1
ABF-0016797,999890,1001386,-1
ABF-0016798,1001549,1003075,1
ABF-0016800,1003122,1004765,-1
ABF-0016803,1005215,1006081,-1
ABF-0016804,1006188,1006652,1
ABF-0016806,1006751,1007425,-1
ABF-0016807,1007521,1008174,1
ABF-0016808,1008206,1009765,-1
ABF-0016809,1009828,1010178,-1
ABF-0016810,1010241,1011620,-1
ABF-0016811,1011623,1012579,-1
ABF-0016812,1012572,1013270,-1
ABF-0016814,1013524,1013757,-1
ABF-0016816,1013851,1014825,-1
ABF-0016817,1015000,1015902,1
ABF-0016818,1015974,1016180,-1
ABF-0016819,1016335,1017321,-1
ABF-0016820,1017314,1018081,-1
ABF-0016821,1018071,1019159,-1
ABF-0016822,1019169,1019996,-1
ABF-0016823,1019993,1020862,-1
ABF-0016824,1020923,1022233,-1
ABF-0016825,1022375,1023568,-1
ABF-0016829,1024256,1024879,1
ABF-0016830,1025152,1026237,-1
ABF-0016831,1026359,1027315,1
ABF-0016832,1027290,1028132,-1
ABF-0016833,1028138,1029013,-1
ABF-0016834,1029014,1029628,-1
ABF-0016837,1030294,1032030,-1
ABF-0016839,1032356,1032889,1
ABF-0016843,1034065,1034529,1
ABF-0016844,1034526,1035254,-1
ABF-0016850,1036743,1037852,-1
ABF-0016852,1038264,1039049,-1
ABF-0016853,1039192,1039887,1
ABF-0016854,1039884,1041053,1
ABF-0016855,1041183,1042328,1
ABF-0016856,1042328,1045393,1
ABF-0016857,1045460,1046707,-1
ABF-0016861,1047363,1047758,1
ABF-0016865,1048037,1057354,1
ABF-0016866,1057367,1058893,1
ABF-0016867,1058839,1059837,1
ABF-0016868,1059830,1061194,1
ABF-0016869,1061137,1063278,1
ABF-0016870,1063327,1064313,1
ABF-0016871,1064313,1065350,1
ABF-0016872,1065552,1066025,1
ABF-0016873,1066217,1066942,1
ABF-0016874,1066911,1067498,1
ABF-0016875,1067733,1069025,1
ABF-0016876,1069018,1070484,1
ABF-0016877,1070477,1071769,1
ABF-0016880,1071845,1072372,-1
ABF-0016891,1074931,1075089,-1
ABF-0016892,4391547,4391858,-1
ABF-0016894,4390269,4390874,-1
ABF-0016895,4389970,4390272,-1
ABF-0016900,4388835,4389113,-1
ABF-0016901,4388488,4388820,-1
ABF-0016902,4387769,4388470,-1
ABF-0016904,4387345,4387755,-1
ABF-0016905,4387154,4387345,-1
ABF-0016906,4386900,4387154,-1
ABF-0016907,4386364,4386735,-1
ABF-0016908,4385485,4386024,-1
ABF-0016909,4384740,4385132,-1
ABF-0016911,4384193,4384726,-1
ABF-0016912,4383830,4384183,-1
ABF-0016914,4383315,4383815,-1
ABF-0016915,4383129,4383308,-1
ABF-0016916,4382691,4383125,-1
ABF-0016918,4381352,4382683,-1
ABF-0016919,4380697,4381053,-1
ABF-0016920,4380291,4380680,-1
ABF-0016921,4379640,4380260,-1
ABF-0016922,4378625,4379614,-1
ABF-0016923,4378192,4378584,-1
ABF-0016924,4377673,4378059,-1
ABF-0016925,4377346,4377612,-1
ABF-0016926,4376958,4377383,1
ABF-0016927,4375477,4376853,1
ABF-0016928,4374131,4375426,1
ABF-0016929,4373129,4374070,1
ABF-0016930,4372582,4373091,1
ABF-0016931,4371336,4372469,-1
ABF-0016932,4370897,4371364,-1
ABF-0016933,4370317,4370877,-1
ABF-0016934,4369755,4370327,-1
ABF-0016936,4368909,4369730,-1
ABF-0016937,4368643,4368912,-1
ABF-0016938,4368079,4368624,1
ABF-0016943,1449072,1450637,1
ABF-0016947,1447511,1448383,1
ABF-0016948,1446345,1447511,1
ABF-0016950,1444980,1446206,1
ABF-0016951,1442155,1444962,1
ABF-0016953,1441195,1441911,1
ABF-0016955,1439410,1441176,1
ABF-0016956,1439063,1439410,1
ABF-0016957,1438680,1439069,1
ABF-0016958,1436746,1438032,-1
ABF-0016959,1435852,1436640,1
ABF-0016960,1435103,1435840,1
ABF-0016961,1434184,1435113,1
ABF-0016962,1433531,1434190,1
ABF-0016963,1432718,1433461,1
ABF-0016964,1431256,1432686,1
ABF-0016965,1430267,1431226,1
ABF-0016966,1429784,1429990,1
ABF-0016968,1427575,1429260,-1
ABF-0016969,1425494,1427560,-1
ABF-0016970,1424903,1425478,-1
ABF-0016971,1422121,1424850,-1
